FID,Station_ID,Latitude,Longitude,Input_FID,Area
3176,11405,-44.725,167.575,1097,1.86636
3177,7606,-44.775,167.825,246,2.19914
3178,7605,-44.725,167.825,245,2.20106
3179,7604,-44.675,167.825,244,2.20298
3180,7603,-44.625,167.825,243,2.42588
3181,7558,-44.775,167.775,199,2.19916
3182,7555,-44.725,167.775,198,2.20108
3183,7554,-44.675,167.775,197,2.203
3184,7553,-44.625,167.775,196,2.70711
3185,7413,-44.775,167.725,71,2.19918
3186,7412,-44.725,167.725,70,2.2011
3187,7411,-44.675,167.725,69,2.20302
3188,7410,-44.625,167.725,68,2.51814
3189,10642,-44.575,168.125,911,2.20668
3190,10641,-44.525,168.125,910,2.2086
3191,10640,-44.475,168.125,909,2.21052
3192,10639,-44.425,168.125,908,2.21244
3193,9808,-44.575,168.075,746,2.19827
3194,9807,-44.525,168.075,745,1.78894
3195,9806,-44.475,168.075,744,1.45187
3196,9805,-44.425,168.075,743,1.9236
3197,9206,-44.575,168.025,574,2.20673
3198,9205,-44.525,168.025,573,2.20865
3199,9173,-44.425,168.025,571,1.48752
3200,8794,-44.575,167.975,485,2.20675
3201,8793,-44.525,167.975,484,2.20867
3202,8792,-44.475,167.975,483,2.21059
3203,8791,-44.425,167.975,482,2.67039
3204,7773,-44.575,168.175,410,2.20666
3205,7772,-44.525,168.175,409,2.20858
3206,7771,-44.475,168.175,408,2.2105
3207,7770,-44.425,168.175,407,2.21241
3208,7754,-44.575,167.875,391,2.48811
3209,7753,-44.525,167.875,390,3.09219
3210,7752,-44.475,167.875,389,2.51416
3211,7695,-44.575,167.925,335,2.20677
3212,7694,-44.525,167.925,334,2.20869
3213,7693,-44.475,167.925,333,2.21061
3214,7692,-44.425,167.925,332,2.62837
3215,10897,-44.575,168.375,1017,2.20658
3216,10896,-44.525,168.375,1016,2.2085
3217,10895,-44.475,168.375,1015,2.21041
3218,10894,-44.425,168.375,1014,2.21232
3219,10177,-44.575,168.325,853,2.2066
3220,10175,-44.475,168.325,851,2.21043
3221,10174,-44.425,168.325,850,2.21234
3222,9660,-44.575,168.275,685,2.20662
3223,9659,-44.525,168.275,684,2.20854
3224,9658,-44.475,168.275,683,2.21045
3225,9657,-44.425,168.275,682,2.21237
3226,9109,-44.575,168.475,548,2.20655
3227,9108,-44.525,168.475,547,2.20846
3228,9107,-44.475,168.475,546,2.21037
3229,9106,-44.425,168.475,545,2.21228
3230,9084,-44.575,168.225,534,2.20664
3231,9083,-44.525,168.225,533,2.20856
3232,9082,-44.475,168.225,532,2.21047
3233,9081,-44.425,168.225,531,2.21239
3234,7657,-44.575,168.425,297,2.20657
3235,7656,-44.525,168.425,296,2.20848
3236,7655,-44.475,168.425,295,2.21039
3237,7654,-44.425,168.425,294,2.2123
3238,14684,-44.625,168.775,3053,2.20454
3239,14683,-44.575,168.775,3052,2.20645
3240,14682,-44.525,168.775,3051,2.20835
3241,14681,-44.475,168.775,3050,2.21026
3242,14680,-44.425,168.775,3049,2.21216
3243,14541,-44.625,168.725,2925,2.20456
3244,14540,-44.575,168.725,2924,2.20646
3245,14539,-44.525,168.725,2923,2.20837
3246,14538,-44.475,168.725,2922,2.21027
3247,14537,-44.425,168.725,2921,2.21218
3248,14255,-44.625,168.675,2675,2.20457
3249,14254,-44.575,168.675,2674,2.20648
3250,14252,-44.475,168.675,2672,2.21029
3251,14251,-44.425,168.675,2671,2.2122
3252,10782,-44.625,168.625,969,2.20459
3253,10781,-44.575,168.625,968,2.2065
3254,10780,-44.525,168.625,967,2.2084
3255,10779,-44.475,168.625,966,2.21031
3256,10778,-44.425,168.625,965,2.21222
3257,10022,-44.625,168.575,810,2.2046
3258,10021,-44.575,168.575,809,2.20651
3259,10020,-44.525,168.575,808,2.20842
3260,10019,-44.475,168.575,807,2.21033
3261,10018,-44.425,168.575,806,2.21224
3262,9726,-44.575,168.525,705,2.20653
3263,9725,-44.525,168.525,704,2.20844
3264,9715,-44.475,168.525,703,2.21035
3265,9714,-44.425,168.525,702,2.21226
3266,15026,-44.475,169.125,3366,2.21015
3267,15025,-44.425,169.125,3365,2.21205
3268,14995,-44.625,168.825,3336,2.20453
3269,14994,-44.575,168.825,3335,2.20643
3270,14993,-44.525,168.825,3334,2.20834
3271,14992,-44.475,168.825,3333,2.21024
3272,14991,-44.425,168.825,3332,2.21215
3273,14865,-44.625,169.075,3217,2.20447
3274,14864,-44.575,169.075,3216,2.20637
3275,14863,-44.525,169.075,3215,2.20827
3276,14862,-44.475,169.075,3214,2.21017
3277,14861,-44.425,169.075,3213,2.21207
3278,14578,-44.625,169.025,2958,2.20448
3279,14577,-44.575,169.025,2957,2.20638
3280,14576,-44.525,169.025,2956,2.20828
3281,14575,-44.475,169.025,2955,2.21018
3282,14574,-44.425,169.025,2954,2.21208
3283,14283,-44.625,168.975,2699,2.20449
3284,14282,-44.575,168.975,2698,2.20639
3285,14280,-44.475,168.975,2696,2.2102
3286,14279,-44.425,168.975,2695,2.2121
3287,13117,-44.625,168.925,1659,2.20451
3288,13116,-44.575,168.925,1658,2.20641
3289,13115,-44.525,168.925,1657,2.20831
3290,13114,-44.475,168.925,1656,2.21021
3291,13113,-44.425,168.925,1655,2.21211
3292,12991,-44.625,168.875,1542,2.20452
3293,12990,-44.575,168.875,1541,2.20642
3294,12989,-44.525,168.875,1540,2.20832
3295,12988,-44.475,168.875,1539,2.21023
3296,12987,-44.425,168.875,1538,2.21213
3297,15034,-44.625,169.125,3369,2.20446
3298,15028,-44.575,169.125,3368,2.20636
3299,15027,-44.525,169.125,3367,2.20826
3300,14923,-44.625,169.325,3272,2.20443
3301,14922,-44.575,169.325,3271,2.20632
3302,14921,-44.525,169.325,3270,2.20822
3303,14920,-44.475,169.325,3269,2.21011
3304,14757,-44.625,169.275,3121,2.20444
3305,14756,-44.575,169.275,3120,2.20633
3306,14754,-44.475,169.275,3118,2.21012
3307,14461,-44.625,169.225,2862,2.20445
3308,14460,-44.575,169.225,2861,2.20634
3309,14459,-44.525,169.225,2860,2.20824
3310,14458,-44.475,169.225,2859,2.21013
3311,14457,-44.425,169.225,2858,2.21203
3312,14339,-44.625,169.425,2750,2.20442
3313,14338,-44.575,169.425,2749,2.20631
3314,14337,-44.525,169.425,2748,2.2082
3315,14336,-44.475,169.425,2747,2.21009
3316,13033,-44.625,169.175,1580,2.20445
3317,13032,-44.575,169.175,1579,2.20635
3318,13031,-44.525,169.175,1578,2.20825
3319,13030,-44.475,169.175,1577,2.21014
3320,13029,-44.425,169.175,1576,2.21204
3321,12904,-44.625,169.375,1480,2.20443
3322,12903,-44.575,169.375,1479,2.20632
3323,12902,-44.525,169.375,1478,2.20821
3324,12901,-44.475,169.375,1477,2.2101
3325,15102,-44.625,169.575,3428,2.20441
3326,15101,-44.575,169.575,3427,2.20629
3327,15099,-44.475,169.575,3425,2.21007
3328,14928,-44.625,169.525,3277,2.20441
3329,14927,-44.575,169.525,3276,2.2063
3330,14827,-44.525,169.525,3181,2.20819
3331,14826,-44.475,169.525,3180,2.21008
3332,14641,-44.625,169.475,3014,2.20442
3333,14640,-44.575,169.475,3013,2.2063
3334,14639,-44.525,169.475,3012,2.20819
3335,14638,-44.475,169.475,3011,2.21008
3336,13314,-44.625,169.725,1829,2.2044
3337,13313,-44.575,169.725,1828,2.20628
3338,13312,-44.525,169.725,1827,2.20817
3339,13311,-44.475,169.725,1826,2.21005
3340,13213,-44.625,169.675,1741,2.2044
3341,13212,-44.575,169.675,1740,2.20629
3342,13211,-44.525,169.675,1739,2.20817
3343,13210,-44.475,169.675,1738,2.21006
3344,13098,-44.625,169.625,1641,2.2044
3345,13097,-44.575,169.625,1640,2.20629
3346,13096,-44.525,169.625,1639,2.20818
3347,13095,-44.475,169.625,1638,2.21006
3348,14004,-44.625,170.025,2450,2.20441
3349,14003,-44.575,170.025,2449,2.20629
3350,14002,-44.525,170.025,2448,2.20816
3351,14001,-44.475,170.025,2447,2.21004
3352,13798,-44.625,169.975,2262,2.20441
3353,13797,-44.575,169.975,2261,2.20628
3354,13796,-44.525,169.975,2260,2.20816
3355,13795,-44.475,169.975,2259,2.21004
3356,13553,-44.625,169.825,2045,2.2044
3357,13552,-44.575,169.825,2044,2.20628
3358,13551,-44.525,169.825,2043,2.20816
3359,13550,-44.475,169.825,2042,2.21004
3360,13540,-44.625,169.925,2035,2.2044
3361,13538,-44.525,169.925,2033,2.20816
3362,13537,-44.475,169.925,2032,2.21004
3363,13475,-44.625,169.875,1977,2.2044
3364,13474,-44.575,169.875,1976,2.20628
3365,13473,-44.525,169.875,1975,2.20816
3366,13472,-44.475,169.875,1974,2.21004
3367,13380,-44.625,169.775,1890,2.2044
3368,13379,-44.575,169.775,1889,2.20628
3369,13378,-44.525,169.775,1888,2.20817
3370,13377,-44.475,169.775,1887,2.21005
3371,14203,-44.625,170.075,2632,2.20441
3372,14202,-44.575,170.075,2631,2.20629
3373,14201,-44.525,170.075,2630,2.20816
3374,14200,-44.475,170.075,2629,2.21004
3375,14106,-44.675,170.225,2542,2.20256
3376,14104,-44.625,170.225,2541,2.20443
3377,14102,-44.525,170.225,2539,2.20817
3378,14101,-44.475,170.225,2538,2.21004
3379,13957,-44.525,170.375,2407,2.20819
3380,13956,-44.475,170.375,2406,2.21006
3381,13902,-44.675,170.175,2356,2.20255
3382,13901,-44.625,170.175,2355,2.20442
3383,13900,-44.575,170.175,2354,2.2063
3384,13899,-44.525,170.175,2353,2.20817
3385,13898,-44.475,170.175,2352,2.21004
3386,13758,-44.675,170.325,2229,2.20257
3387,13757,-44.625,170.325,2228,2.20444
3388,13756,-44.575,170.325,2227,2.20631
3389,13755,-44.525,170.325,2226,2.20818
3390,13754,-44.475,170.325,2225,2.21005
3391,13698,-44.675,170.125,2175,2.20254
3392,13697,-44.625,170.125,2174,2.20442
3393,13696,-44.575,170.125,2173,2.20629
3394,13695,-44.525,170.125,2172,2.20817
3395,13694,-44.475,170.125,2171,2.21004
3396,13448,-44.675,170.275,1951,2.20257
3397,13447,-44.625,170.275,1950,2.20444
3398,13446,-44.575,170.275,1949,2.20631
3399,13444,-44.525,170.275,1948,2.20818
3400,13443,-44.475,170.275,1947,2.21005
3401,19765,-44.675,170.575,5060,2.20263
3402,19764,-44.625,170.575,5059,2.2045
3403,19763,-44.575,170.575,5058,2.20636
3404,19762,-44.525,170.575,5057,2.20822
3405,19761,-44.475,170.575,5056,2.21009
3406,19633,-44.675,170.525,4929,2.20262
3407,19632,-44.625,170.525,4928,2.20448
3408,19630,-44.525,170.525,4926,2.20821
3409,19629,-44.475,170.525,4925,2.21008
3410,19422,-44.675,170.475,4718,2.20261
3411,19421,-44.625,170.475,4717,2.20447
3412,19420,-44.575,170.475,4716,2.20634
3413,19419,-44.525,170.475,4715,2.2082
3414,19418,-44.475,170.475,4714,2.21007
3415,15420,-44.675,170.675,3709,2.20266
3416,15419,-44.625,170.675,3708,2.20452
3417,15418,-44.575,170.675,3707,2.20638
3418,15417,-44.525,170.675,3706,2.20824
3419,15416,-44.475,170.675,3705,2.21011
3420,15324,-44.675,170.625,3624,2.20265
3421,15323,-44.625,170.625,3623,2.20451
3422,15322,-44.575,170.625,3622,2.20637
3423,15321,-44.525,170.625,3621,2.20823
3424,15320,-44.475,170.625,3620,2.2101
3425,14158,-44.675,170.425,2589,2.20259
3426,14157,-44.625,170.425,2588,2.20446
3427,14156,-44.575,170.425,2587,2.20633
3428,14155,-44.525,170.425,2586,2.2082
3429,14154,-44.475,170.425,2585,2.21006
3430,13960,-44.675,170.375,2410,2.20258
3431,13959,-44.625,170.375,2409,2.20445
3432,13958,-44.575,170.375,2408,2.20632
3433,19874,-44.675,170.825,5169,2.20271
3434,19873,-44.625,170.825,5168,2.20457
3435,19801,-44.525,170.825,5096,2.20828
3436,19800,-44.475,170.825,5095,2.21014
3437,19664,-44.675,170.775,4960,2.20269
3438,19663,-44.625,170.775,4959,2.20455
3439,19662,-44.575,170.775,4958,2.20641
3440,19661,-44.525,170.775,4957,2.20827
3441,19660,-44.475,170.775,4956,2.21013
3442,19609,-44.675,170.975,4905,2.20277
3443,19608,-44.625,170.975,4904,2.20462
3444,19607,-44.575,170.975,4903,2.20647
3445,19606,-44.525,170.975,4902,2.20833
3446,19605,-44.475,170.975,4901,2.21018
3447,19461,-44.675,170.725,4757,2.20268
3448,19460,-44.625,170.725,4756,2.20454
3449,19459,-44.575,170.725,4755,2.2064
3450,19458,-44.525,170.725,4754,2.20826
3451,19457,-44.475,170.725,4753,2.21012
3452,19375,-44.675,170.925,4672,2.20275
3453,19374,-44.625,170.925,4671,2.2046
3454,19373,-44.575,170.925,4670,2.20646
3455,19372,-44.525,170.925,4669,2.20831
3456,19371,-44.475,170.925,4668,2.21017
3457,15214,-44.675,170.875,3526,2.20273
3458,15213,-44.625,170.875,3525,2.20458
3459,15212,-44.575,170.875,3524,2.20644
3460,15211,-44.525,170.875,3523,2.2083
3461,15208,-44.475,170.875,3522,2.21015
3462,19842,-44.475,171.225,5137,1.60005
3463,19831,-44.675,171.025,5126,2.20279
3464,19830,-44.625,171.025,5125,2.20464
3465,19829,-44.575,171.025,5124,2.20649
3466,19828,-44.525,171.025,5123,2.20835
3467,19827,-44.475,171.025,5122,2.2102
3468,19627,-44.525,171.175,4923,2.3111
3469,19626,-44.475,171.175,4922,2.21025
3470,19403,-44.675,171.125,4699,2.86871
3471,19402,-44.625,171.125,4698,2.67058
3472,19400,-44.525,171.125,4696,2.20838
3473,19399,-44.475,171.125,4695,2.21023
3474,15242,-44.675,171.075,3553,2.20281
3475,15241,-44.625,171.075,3552,2.20466
3476,15240,-44.575,171.075,3551,2.20651
3477,15239,-44.525,171.075,3550,2.20836
3478,15238,-44.475,171.075,3549,2.21022
3479,19841,-44.425,171.225,5136,2.64819
3480,19840,-44.375,171.225,5135,2.40767
3481,19839,-44.325,171.225,5134,2.21582
3482,19826,-44.425,171.025,5121,2.21205
3483,19825,-44.375,171.025,5120,2.21391
3484,19824,-44.325,171.025,5119,2.21576
3485,19823,-44.275,171.025,5118,2.21761
3486,19730,-44.275,171.225,5026,2.21766
3487,19625,-44.425,171.175,4921,2.2121
3488,19623,-44.325,171.175,4919,2.2158
3489,19622,-44.275,171.175,4918,2.21765
3490,19398,-44.425,171.125,4694,2.21208
3491,19397,-44.375,171.125,4693,2.21393
3492,19396,-44.325,171.125,4692,2.21578
3493,19395,-44.275,171.125,4691,2.21764
3494,15287,-44.325,171.275,3595,2.19682
3495,15286,-44.275,171.275,3594,2.21768
3496,15237,-44.425,171.075,3548,2.21207
3497,15236,-44.375,171.075,3547,2.21392
3498,15235,-44.325,171.075,3546,2.21577
3499,15234,-44.275,171.075,3545,2.21762
3500,19799,-44.425,170.825,5094,2.212
3501,19798,-44.375,170.825,5093,2.21386
3502,19797,-44.325,170.825,5092,2.21571
3503,19796,-44.275,170.825,5091,2.21757
3504,19659,-44.425,170.775,4955,2.21199
3505,19658,-44.375,170.775,4954,2.21385
3506,19657,-44.325,170.775,4953,2.2157
3507,19604,-44.425,170.975,4900,2.21204
3508,19603,-44.375,170.975,4899,2.21389
3509,19602,-44.325,170.975,4898,2.21575
3510,19601,-44.275,170.975,4897,2.2176
3511,19579,-44.275,170.775,4875,2.21756
3512,19456,-44.425,170.725,4752,2.21198
3513,19455,-44.375,170.725,4751,2.21384
3514,19454,-44.325,170.725,4750,2.2157
3515,19453,-44.275,170.725,4749,2.21756
3516,19370,-44.425,170.925,4667,2.21202
3517,19369,-44.375,170.925,4666,2.21388
3518,19368,-44.325,170.925,4665,2.21573
3519,19367,-44.275,170.925,4664,2.21759
3520,15207,-44.425,170.875,3521,2.21201
3521,15205,-44.325,170.875,3519,2.21572
3522,15204,-44.275,170.875,3518,2.21758
3523,19760,-44.425,170.575,5055,2.21195
3524,19758,-44.375,170.575,5054,2.21381
3525,19757,-44.325,170.575,5053,2.21568
3526,19756,-44.275,170.575,5052,2.21754
3527,19628,-44.425,170.525,4924,2.21194
3528,19551,-44.375,170.525,4847,2.21381
3529,19549,-44.275,170.525,4845,2.21754
3530,19417,-44.425,170.475,4713,2.21194
3531,19416,-44.375,170.475,4712,2.2138
3532,19415,-44.325,170.475,4711,2.21567
3533,19414,-44.275,170.475,4710,2.21754
3534,15415,-44.425,170.675,3704,2.21197
3535,15414,-44.375,170.675,3703,2.21383
3536,15413,-44.325,170.675,3702,2.21569
3537,15408,-44.275,170.675,3701,2.21755
3538,15319,-44.425,170.625,3619,2.21196
3539,15318,-44.375,170.625,3618,2.21382
3540,15317,-44.325,170.625,3617,2.21568
3541,15316,-44.275,170.625,3616,2.21755
3542,14153,-44.425,170.425,2584,2.21193
3543,14152,-44.375,170.425,2583,2.2138
3544,14151,-44.325,170.425,2582,2.21567
3545,14150,-44.275,170.425,2581,2.21753
3546,14199,-44.425,170.075,2628,2.21191
3547,14198,-44.375,170.075,2627,2.21379
3548,14197,-44.325,170.075,2626,2.21567
3549,14100,-44.425,170.225,2537,2.21192
3550,14046,-44.375,170.225,2488,2.21379
3551,14043,-44.275,170.225,2486,2.21753
3552,13955,-44.425,170.375,2405,2.21193
3553,13954,-44.375,170.375,2404,2.2138
3554,13953,-44.325,170.375,2403,2.21566
3555,13952,-44.275,170.375,2402,2.21753
3556,13897,-44.425,170.175,2351,2.21192
3557,13896,-44.375,170.175,2350,2.21379
3558,13895,-44.325,170.175,2349,2.21566
3559,13894,-44.275,170.175,2348,2.21754
3560,13753,-44.425,170.325,2224,2.21192
3561,13752,-44.375,170.325,2223,2.21379
3562,13751,-44.325,170.325,2222,2.21566
3563,13750,-44.275,170.325,2221,2.21753
3564,13693,-44.425,170.125,2170,2.21191
3565,13692,-44.375,170.125,2169,2.21379
3566,13691,-44.325,170.125,2168,2.21566
3567,13690,-44.275,170.125,2167,2.21754
3568,13442,-44.425,170.275,1946,2.21192
3569,13441,-44.375,170.275,1945,2.21379
3570,13440,-44.325,170.275,1944,2.21566
3571,13439,-44.275,170.275,1943,2.21753
3572,14196,-44.275,170.075,2625,2.21754
3573,14000,-44.425,170.025,2446,2.21192
3574,13999,-44.375,170.025,2445,2.21379
3575,13998,-44.325,170.025,2444,2.21567
3576,13997,-44.275,170.025,2443,2.21755
3577,13996,-44.225,170.025,2442,2.21943
3578,13794,-44.425,169.975,2258,2.21192
3579,13793,-44.375,169.975,2257,2.2138
3580,13792,-44.325,169.975,2256,2.21567
3581,13791,-44.275,169.975,2255,2.21755
3582,13790,-44.225,169.975,2254,2.21943
3583,13549,-44.425,169.825,2041,2.21193
3584,13536,-44.425,169.925,2031,2.21192
3585,13535,-44.375,169.925,2030,2.2138
3586,13533,-44.275,169.925,2028,2.21756
3587,13532,-44.225,169.925,2027,2.21944
3588,13471,-44.425,169.875,1973,2.21192
3589,13470,-44.375,169.875,1972,2.2138
3590,13469,-44.325,169.875,1971,2.21568
3591,13468,-44.275,169.875,1970,2.21757
3592,13467,-44.225,169.875,1969,2.21945
3593,13376,-44.425,169.775,1886,2.21193
3594,13375,-44.375,169.775,1885,2.21381
3595,13374,-44.325,169.775,1884,2.2157
3596,13373,-44.275,169.775,1883,2.21758
3597,13372,-44.225,169.775,1882,2.21946
3598,13297,-44.375,169.825,1813,2.21381
3599,13296,-44.325,169.825,1812,2.21569
3600,13295,-44.275,169.825,1811,2.21757
3601,13294,-44.225,169.825,1810,2.21946
3602,15098,-44.425,169.575,3424,2.21196
3603,15097,-44.375,169.575,3423,2.21384
3604,15096,-44.325,169.575,3422,2.21573
3605,15095,-44.275,169.575,3421,2.21762
3606,15094,-44.225,169.575,3420,2.21951
3607,14825,-44.425,169.525,3179,2.21196
3608,14824,-44.375,169.525,3178,2.21385
3609,14823,-44.325,169.525,3177,2.21574
3610,14822,-44.275,169.525,3176,2.21763
3611,14821,-44.225,169.525,3175,2.21952
3612,14637,-44.425,169.475,3010,2.21197
3613,14636,-44.375,169.475,3009,2.21386
3614,14635,-44.325,169.475,3008,2.21575
3615,14634,-44.275,169.475,3007,2.21764
3616,14633,-44.225,169.475,3006,2.21954
3617,13310,-44.425,169.725,1825,2.21194
3618,13309,-44.375,169.725,1824,2.21382
3619,13308,-44.325,169.725,1823,2.2157
3620,13307,-44.275,169.725,1822,2.21759
3621,13306,-44.225,169.725,1821,2.21947
3622,13209,-44.425,169.675,1737,2.21194
3623,13208,-44.375,169.675,1736,2.21383
3624,13207,-44.325,169.675,1735,2.21571
3625,13206,-44.275,169.675,1734,2.2176
3626,13204,-44.225,169.675,1733,2.21949
3627,13094,-44.425,169.625,1637,2.21195
3628,13093,-44.375,169.625,1636,2.21384
3629,13091,-44.275,169.625,1634,2.21761
3630,13090,-44.225,169.625,1633,2.2195
3631,14919,-44.425,169.325,3268,2.212
3632,14918,-44.375,169.325,3267,2.2139
3633,14917,-44.325,169.325,3266,2.21579
3634,14916,-44.275,169.325,3265,2.21769
3635,14915,-44.225,169.325,3264,2.21958
3636,14753,-44.425,169.275,3117,2.21201
3637,14752,-44.375,169.275,3116,2.21391
3638,14632,-44.275,169.275,3005,2.2177
3639,14631,-44.225,169.275,3004,2.2196
3640,14456,-44.375,169.225,2857,2.21392
3641,14455,-44.325,169.225,2856,2.21582
3642,14454,-44.275,169.225,2855,2.21772
3643,14453,-44.225,169.225,2854,2.21961
3644,14335,-44.425,169.425,2746,2.21198
3645,14334,-44.375,169.425,2745,2.21387
3646,14333,-44.325,169.425,2744,2.21577
3647,14332,-44.275,169.425,2743,2.21766
3648,14331,-44.225,169.425,2742,2.21955
3649,13028,-44.375,169.175,1575,2.21394
3650,13025,-44.325,169.175,1574,2.21583
3651,13024,-44.275,169.175,1573,2.21773
3652,13023,-44.225,169.175,1572,2.21963
3653,12900,-44.425,169.375,1476,2.21199
3654,12899,-44.375,169.375,1475,2.21389
3655,12898,-44.325,169.375,1474,2.21578
3656,12897,-44.275,169.375,1473,2.21767
3657,12896,-44.225,169.375,1472,2.21957
3658,15024,-44.375,169.125,3364,2.21395
3659,15023,-44.325,169.125,3363,2.21585
3660,15022,-44.275,169.125,3362,2.21775
3661,15021,-44.225,169.125,3361,2.21965
3662,14990,-44.375,168.825,3331,2.21405
3663,14988,-44.325,168.825,3330,2.21596
3664,14860,-44.375,169.075,3212,2.21397
3665,14859,-44.325,169.075,3211,2.21587
3666,14858,-44.275,169.075,3210,2.21777
3667,14857,-44.225,169.075,3209,2.21967
3668,14573,-44.375,169.025,2953,2.21398
3669,14572,-44.325,169.025,2952,2.21588
3670,14571,-44.275,169.025,2951,2.21778
3671,14568,-44.225,169.025,2950,2.21969
3672,14278,-44.375,168.975,2694,2.214
3673,14276,-44.275,168.975,2692,2.2178
3674,14275,-44.225,168.975,2691,2.21971
3675,13112,-44.375,168.925,1654,2.21402
3676,13111,-44.325,168.925,1653,2.21592
3677,12986,-44.375,168.875,1537,2.21403
3678,12984,-44.325,168.875,1536,2.21594
3679,12983,-44.275,168.875,1535,2.21784
3680,12982,-44.225,168.875,1534,2.21975
3681,12838,-44.275,168.925,1421,2.21782
3682,12837,-44.225,168.925,1420,2.21973
3683,14987,-44.275,168.825,3329,2.21786
3684,14986,-44.225,168.825,3328,2.21977
3685,14855,-44.225,168.775,3207,2.21979
3686,14679,-44.375,168.775,3048,2.21407
3687,14678,-44.325,168.775,3047,2.21598
3688,14677,-44.275,168.775,3046,2.21788
3689,14536,-44.375,168.725,2920,2.21409
3690,14535,-44.325,168.725,2919,2.216
3691,14534,-44.275,168.725,2918,2.21791
3692,14533,-44.225,168.725,2917,2.21981
3693,14250,-44.375,168.675,2670,2.21411
3694,14244,-44.325,168.675,2669,2.21602
3695,14242,-44.225,168.675,2667,2.21984
3696,10777,-44.375,168.625,964,2.21413
3697,10776,-44.325,168.625,963,2.21604
3698,10769,-44.275,168.625,962,2.21795
3699,10744,-44.225,168.625,961,2.21986
3700,10017,-44.375,168.575,805,2.21415
3701,10016,-44.325,168.575,804,2.21606
3702,10015,-44.275,168.575,803,2.21797
3703,10014,-44.225,168.575,802,2.21989
3704,9713,-44.375,168.525,701,2.21417
3705,9712,-44.325,168.525,700,2.21608
3706,9711,-44.275,168.525,699,2.218
3707,9710,-44.225,168.525,698,2.21991
3708,10893,-44.375,168.375,1013,2.21424
3709,10892,-44.325,168.375,1012,2.21615
3710,10890,-44.225,168.375,1010,2.21999
3711,10889,-44.175,168.375,1009,2.2219
3712,10173,-44.375,168.325,849,2.21426
3713,10172,-44.325,168.325,848,2.21618
3714,10171,-44.275,168.325,847,2.21809
3715,10142,-44.225,168.325,846,2.22001
3716,10140,-44.175,168.325,845,2.22193
3717,9656,-44.375,168.275,681,2.21428
3718,9655,-44.325,168.275,680,2.2162
3719,9644,-44.275,168.275,679,2.21812
3720,9643,-44.225,168.275,678,2.22004
3721,9642,-44.175,168.275,677,2.20323
3722,9094,-44.375,168.475,544,2.21419
3723,9093,-44.325,168.475,543,2.21611
3724,9092,-44.275,168.475,542,2.21802
3725,9091,-44.225,168.475,541,2.21993
3726,9090,-44.175,168.475,540,2.22185
3727,9080,-44.375,168.225,530,2.21431
3728,9079,-44.325,168.225,529,2.21623
3729,9078,-44.275,168.225,528,2.21815
3730,9077,-44.225,168.225,527,2.22007
3731,9076,-44.175,168.225,526,1.57245
3732,7653,-44.375,168.425,293,2.21421
3733,7652,-44.325,168.425,292,2.21613
3734,7651,-44.275,168.425,291,2.21804
3735,7650,-44.225,168.425,290,2.21996
3736,7649,-44.175,168.425,289,2.22188
3737,10888,-44.225,168.175,1008,2.80457
3738,10638,-44.375,168.125,907,2.21436
3739,10637,-44.325,168.125,906,2.40626
3740,9804,-44.375,168.075,742,2.78086
3741,9172,-44.375,168.025,570,3.31249
3742,7769,-44.375,168.175,406,2.21433
3743,7768,-44.325,168.175,405,2.21625
3744,7767,-44.275,168.175,404,2.21817
3745,10739,-44.125,168.375,956,2.22382
3746,10737,-44.025,168.375,954,1.52224
3747,10139,-44.125,168.325,844,2.22385
3748,10138,-44.075,168.325,843,1.35271
3749,9641,-44.125,168.275,676,1.30292
3750,9346,-44.075,168.525,642,2.22566
3751,9345,-44.025,168.525,641,2.26459
3752,9089,-44.125,168.475,539,2.22377
3753,9088,-44.075,168.475,538,2.22568
3754,9087,-44.025,168.475,537,1.89996
3755,7648,-44.125,168.425,288,2.22379
3756,7647,-44.075,168.425,287,2.22571
3757,7646,-44.025,168.425,286,1.85948
3758,14985,-44.175,168.825,3327,2.22168
3759,14984,-44.125,168.825,3326,2.22359
3760,14983,-44.075,168.825,3325,2.22549
3761,14982,-44.025,168.825,3324,2.22199
3762,14981,-43.975,168.825,3323,1.92804
3763,14854,-44.175,168.775,3206,2.2217
3764,14853,-44.125,168.775,3205,2.22361
3765,14852,-44.075,168.775,3204,2.22552
3766,14851,-44.025,168.775,3203,2.69579
3767,14529,-44.175,168.725,2916,2.22172
3768,14528,-44.125,168.725,2915,2.22363
3769,14527,-44.075,168.725,2914,2.22555
3770,14526,-44.025,168.725,2913,2.49722
3771,14241,-44.175,168.675,2666,2.22175
3772,14240,-44.125,168.675,2665,2.22366
3773,14238,-44.025,168.675,2663,2.25332
3774,10743,-44.175,168.625,960,2.22177
3775,10742,-44.125,168.625,959,2.22369
3776,10741,-44.075,168.625,958,2.2256
3777,10740,-44.025,168.625,957,3.03716
3778,10013,-44.175,168.575,801,2.2218
3779,9995,-44.125,168.575,800,2.22371
3780,9977,-44.075,168.575,799,2.22563
3781,9976,-44.025,168.575,798,3.21883
3782,9348,-44.175,168.525,644,2.22182
3783,9347,-44.125,168.525,643,2.22374
3784,15020,-44.175,169.125,3360,2.22155
3785,15019,-44.125,169.125,3359,2.22345
3786,15018,-44.075,169.125,3358,2.22535
3787,15017,-44.025,169.125,3357,2.22725
3788,15016,-43.975,169.125,3356,2.22916
